add-none,8,10000,160000,1991325,12,-3200
add-none,8,100000,1600000,19339829,12,-40001
add-yield-none,2,100,400,272301,680,21
add-yield-none,2,1000,4000,1544078,386,-8
add-yield-none,2,10000,40000,15273040,381,-1897
add-yield-none,2,100000,400000,153415066,383,-1467
add-yield-none,8,100,1600,413879,258,129
add-yield-none,8,1000,16000,1932632,120,220
add-yield-none,8,10000,160000,17640429,110,66
add-yield-none,8,100000,1600000,156272084,97,-16086
add-yield-none,1,1,2,112656,56328,0
add-yield-none,1,2,4,119122,29780,0
add-yield-none,1,4,8,133736,16717,0
add-yield-none,1,8,16,147232,9202,0
add-yield-none,1,10,20,132853,6642,0
add-yield-none,1,20,40,144209,3605,0
add-yield-none,1,40,80,152666,1908,0
add-yield-none,1,80,160,209961,1312,0
add-yield-none,1,100,200,250468,1252,0
add-yield-none,1,200,400,410682,1026,0
add-yield-none,1,400,800,620903,776,0
add-yield-none,1,800,1600,1118965,699,0
add-yield-none,1,1000,2000,1338854,669,0
add-yield-none,1,2000,4000,2733331,683,0
add-yield-none,1,4000,8000,5224786,653,0
add-yield-none,1,10000,20000,12274046,613,0
add-yield-none,1,100000,200000,127754629,638,0
add-yield-none,1,1000000,2000000,1224385219,612,0
add-none,1,1,2,124681,62340,0
add-none,1,2,4,818967,204741,0
add-none,1,4,8,125584,15698,0
add-none,1,8,16,153349,9584,0
add-none,1,10,20,807794,40389,0
add-none,1,20,40,108424,2710,0
add-none,1,40,80,109036,1362,0
add-none,1,80,160,148693,929,0
add-none,1,100,200,123196,615,0
add-none,1,200,400,142511,356,0
add-none,1,400,800,143566,179,0
add-none,1,800,1600,120268,75,0
add-none,1,1000,2000,129173,64,0
add-none,1,2000,4000,162128,40,0
add-none,1,4000,8000,188527,23,0
add-none,1,10000,20000,281519,14,0
add-none,1,100000,200000,1427521,7,0
add-none,1,1000000,2000000,13086038,6,0
add-yield-m,2,10000,40000,47599158,1189,0
add-yield-m,4,10000,80000,114276013,1428,0
add-yield-m,8,10000,160000,264276920,1651,0
add-yield-m,12,10000,240000,398591694,1660,0
add-yield-c,2,10000,40000,2052716,51,0
add-yield-c,4,10000,80000,5732838,71,0
add-yield-c,8,10000,160000,16097865,100,0
add-yield-c,12,10000,240000,21790724,90,0
add-yield-s,2,10000,40000,29202977,730,0
add-yield-s,4,10000,80000,113750088,1421,0
add-yield-s,8,1000,16000,29252074,1828,0
add-yield-s,12,1000,24000,55012508,2292,0
add-m,1,10000,20000,771010,38,0
add-m,2,10000,40000,6286992,157,0
add-m,4,10000,80000,15566230,194,0
add-m,8,10000,160000,41187106,257,0
add-m,12,10000,240000,61735681,257,0
add-c,1,10000,20000,519011,25,0
add-c,2,10000,40000,1647780,41,0
add-c,4,10000,80000,5593499,69,0
add-c,8,10000,160000,12601472,78,0
add-c,12,10000,240000,19238943,80,0
add-s,1,10000,20000,372667,18,0
add-s,2,10000,40000,6560322,164,0
add-s,4,10000,80000,45466326,568,0
add-s,8,10000,160000,140410107,877,0
add-s,12,10000,240000,283176859,1179,0
