add-yield-m,8,10000,160000,259292119,1620,0
add-yield-m,12,10000,240000,388917334,1620,0
add-yield-c,2,10000,40000,2000536,50,0
add-yield-c,4,10000,80000,5873926,73,0
add-yield-c,8,10000,160000,14016502,87,0
add-yield-c,12,10000,240000,21923826,91,0
add-yield-s,2,10000,40000,28980709,724,0
add-yield-s,4,10000,80000,116062213,1450,0
add-yield-s,8,1000,16000,29378091,1836,0
add-yield-s,12,1000,24000,61221760,2550,0
add-m,1,10000,20000,781272,39,0
add-m,2,10000,40000,8862459,221,0
add-m,4,10000,80000,20888429,261,0
add-m,8,10000,160000,41724550,260,0
add-m,12,10000,240000,63936656,266,0
add-c,1,10000,20000,567296,28,0
add-c,2,10000,40000,1836905,45,0
add-c,4,10000,80000,5853093,73,0
add-c,8,10000,160000,13392995,83,0
add-c,12,10000,240000,21932732,91,0
add-s,1,10000,20000,411104,20,0
add-s,2,10000,40000,7941864,198,0
add-s,4,10000,80000,44185044,552,0
add-s,8,10000,160000,132023182,825,0
add-s,12,10000,240000,289753417,1207,0
