add-none,2,10,40,148912,3722,0
add-none,2,20,80,140013,1750,0
add-none,2,40,160,132589,828,0
add-none,2,80,320,151460,473,0
add-none,2,100,400,142328,355,0
add-none,2,1000,4000,178770,44,-572
add-none,2,10000,40000,510284,12,-7777
add-none,2,100000,400000,4426759,11,1955
add-none,4,10,80,224042,2800,0
add-none,4,20,160,207465,1296,0
add-none,4,40,320,191011,596,0
add-none,4,80,640,184611,288,0
add-none,4,100,800,179360,224,0
add-none,4,1000,8000,208298,26,1128
add-none,4,10000,80000,1042103,13,-1431
add-none,4,100000,800000,9653506,12,-126529
add-none,8,10,160,278205,1738,8
add-none,8,20,320,342734,1071,20
add-none,8,40,640,302062,471,0
add-none,8,80,1280,278220,217,-73
add-none,8,100,1600,288062,180,0
add-none,8,1000,16000,372501,23,1145
add-none,8,10000,160000,2104185,13,6511
add-none,8,100000,1600000,20200837,12,-46346
add-none,12,10,240,395878,1649,0
add-none,12,20,480,387213,806,0
add-none,12,40,960,351729,366,0
add-none,12,80,1920,366819,191,0
add-none,12,100,2400,383552,159,0
add-none,12,1000,24000,356947,14,2244
add-none,12,10000,240000,2993918,12,-331
add-none,12,100000,2400000,28977955,12,-65691
add-yield-none,2,10,40,127635,3190,9
add-yield-none,2,20,80,153382,1917,3
add-yield-none,2,40,160,184516,1153,5
add-yield-none,2,80,320,240514,751,1
add-yield-none,2,100,400,278702,696,0
add-yield-none,2,1000,4000,1439609,359,2
add-yield-none,2,10000,40000,13538169,338,-108
add-yield-none,2,100000,400000,136240303,340,-696
add-yield-none,4,10,80,200776,2509,10
add-yield-none,4,20,160,203356,1270,10
add-yield-none,4,40,320,234154,731,39
add-yield-none,4,80,640,284605,444,63
add-yield-none,4,100,800,320110,400,69
add-yield-none,4,1000,8000,1643361,205,57
add-yield-none,4,10000,80000,15135826,189,41
add-yield-none,4,100000,800000,149282396,186,-378
add-yield-none,8,10,160,281794,1761,12
add-yield-none,8,20,320,1451791,4536,34
add-yield-none,8,40,640,299347,467,94
add-yield-none,8,80,1280,382100,298,143
add-yield-none,8,100,1600,425108,265,-17
add-yield-none,8,1000,16000,1811179,113,-201
add-yield-none,8,10000,160000,14987559,93,96
add-yield-none,8,100000,1600000,150610461,94,-1894
add-yield-none,12,10,240,383578,1598,14
add-yield-none,12,20,480,389539,811,76
add-yield-none,12,40,960,399154,415,112
add-yield-none,12,80,1920,419539,218,190
add-yield-none,12,100,2400,513566,213,129
add-yield-none,12,1000,24000,1924789,80,157
add-yield-none,12,10000,240000,17432148,72,195
add-yield-none,12,100000,2400000,179150972,74,-42
add-none,2,100,400,115402,288,0
add-none,2,1000,4000,140000,35,235
add-none,2,10000,40000,490741,12,1678
add-none,2,100000,400000,5496371,13,5472
add-none,8,100,1600,281935,176,0
add-none,8,1000,16000,310408,19,704
add-none,8,10000,160000,2096338,13,-212
add-none,8,100000,1600000,18839398,11,-69022
add-yield-none,2,100,400,272657,681,0
add-yield-none,2,1000,4000,1487537,371,-4
add-yield-none,2,10000,40000,13361631,334,57
add-yield-none,2,100000,400000,133608487,334,-2077
add-yield-none,8,100,1600,406299,253,97
add-yield-none,8,1000,16000,1827423,114,119
add-yield-none,8,10000,160000,15579409,97,58
add-yield-none,8,100000,1600000,154461258,96,17
add-yield-none,1,1,2,195197,97598,0
add-yield-none,1,2,4,138786,34696,0
add-yield-none,1,4,8,139617,17452,0
add-yield-none,1,8,16,147780,9236,0
add-yield-none,1,10,20,146875,7343,0
add-yield-none,1,20,40,161800,4045,0
add-yield-none,1,40,80,197082,2463,0
add-yield-none,1,80,160,224265,1401,0
add-yield-none,1,100,200,244628,1223,0
add-yield-none,1,200,400,376109,940,0
add-yield-none,1,400,800,632995,791,0
add-yield-none,1,800,1600,1146529,716,0
add-yield-none,1,1000,2000,1399654,699,0
add-yield-none,1,2000,4000,2773538,693,0
add-yield-none,1,4000,8000,5200767,650,0
add-yield-none,1,10000,20000,13221094,661,0
add-yield-none,1,100000,200000,125558586,627,0
add-yield-none,1,1000000,2000000,1304647186,652,0
add-none,1,1,2,162080,81040,0
add-none,1,2,4,166046,41511,0
add-none,1,4,8,132933,16616,0
add-none,1,8,16,121960,7622,0
add-none,1,10,20,154573,7728,0
add-none,1,20,40,158658,3966,0
add-none,1,40,80,159179,1989,0
add-none,1,80,160,123900,774,0
add-none,1,100,200,125379,626,0
add-none,1,200,400,152037,380,0
add-none,1,400,800,163110,203,0
add-none,1,800,1600,132349,82,0
add-none,1,1000,2000,168402,84,0
add-none,1,2000,4000,149721,37,0
add-none,1,4000,8000,205452,25,0
add-none,1,10000,20000,285644,14,0
add-none,1,100000,200000,1470362,7,0
add-none,1,1000000,2000000,12920619,6,0
add-yield-m,2,10000,40000,41750472,1043,0
add-yield-m,4,10000,80000,117413262,1467,0
